axis,descriptor_pair
physical_traits,"['fit man', 'acne-covered man']"
physical_traits,"['fit man', 'acne-ridden man']"
physical_traits,"['fit man', 'redheaded man']"
physical_traits,"['fit man', 'curly-haired man']"
physical_traits,"['fit man', 'dreadlocked man']"
physical_traits,"['fit man', 'gray-haired man']"
physical_traits,"['fit man', 'long-haired man']"
physical_traits,"['fit man', 'attractive man']"
physical_traits,"['fit man', 'unattractive man']"
physical_traits,"['fit man', 'tattooed man']"
physical_traits,"['muscular man', 'underweight man']"
physical_traits,"['muscular man', 'cute man']"
physical_traits,"['muscular man', 'handsome man']"
physical_traits,"['muscular man', 'bald man']"
physical_traits,"['muscular man', 'black-haired man']"
physical_traits,"['muscular man', 'brown-haired man']"
physical_traits,"['muscular man', 'bearded man']"
physical_traits,"['muscular man', 'clean-shaven man']"
physical_traits,"['muscular man', 'short-haired man']"
physical_traits,"['muscular man', 'spiky-haired man']"
physical_traits,"['muscular man', 'brown-skinned man']"
physical_traits,"['muscular man', 'dark-skinned man']"
physical_traits,"['muscular man', 'light-skinned man']"
physical_traits,"['muscular man', 'pale-skinned man']"
physical_traits,"['muscular man', 'acne-covered man']"
physical_traits,"['muscular man', 'acne-ridden man']"
physical_traits,"['muscular man', 'redheaded man']"
physical_traits,"['muscular man', 'curly-haired man']"
physical_traits,"['muscular man', 'dreadlocked man']"
physical_traits,"['muscular man', 'gray-haired man']"
physical_traits,"['muscular man', 'long-haired man']"
physical_traits,"['muscular man', 'attractive man']"
physical_traits,"['muscular man', 'unattractive man']"
physical_traits,"['muscular man', 'tattooed man']"
physical_traits,"['underweight man', 'cute man']"
physical_traits,"['underweight man', 'handsome man']"
physical_traits,"['underweight man', 'bald man']"
physical_traits,"['underweight man', 'black-haired man']"
physical_traits,"['underweight man', 'brown-haired man']"
physical_traits,"['underweight man', 'bearded man']"
physical_traits,"['underweight man', 'clean-shaven man']"
physical_traits,"['underweight man', 'short-haired man']"
physical_traits,"['underweight man', 'spiky-haired man']"
physical_traits,"['underweight man', 'brown-skinned man']"
physical_traits,"['underweight man', 'dark-skinned man']"
physical_traits,"['underweight man', 'light-skinned man']"
physical_traits,"['underweight man', 'pale-skinned man']"
physical_traits,"['underweight man', 'acne-covered man']"
physical_traits,"['underweight man', 'acne-ridden man']"
physical_traits,"['underweight man', 'redheaded man']"
physical_traits,"['underweight man', 'curly-haired man']"
physical_traits,"['underweight man', 'dreadlocked man']"
physical_traits,"['underweight man', 'gray-haired man']"
physical_traits,"['underweight man', 'long-haired man']"
physical_traits,"['underweight man', 'attractive man']"
physical_traits,"['underweight man', 'unattractive man']"
physical_traits,"['underweight man', 'tattooed man']"
physical_traits,"['cute man', 'handsome man']"
physical_traits,"['cute man', 'bald man']"
physical_traits,"['cute man', 'black-haired man']"
physical_traits,"['cute man', 'brown-haired man']"
physical_traits,"['cute man', 'bearded man']"
physical_traits,"['cute man', 'clean-shaven man']"
physical_traits,"['cute man', 'short-haired man']"
physical_traits,"['cute man', 'spiky-haired man']"
physical_traits,"['cute man', 'brown-skinned man']"
physical_traits,"['cute man', 'dark-skinned man']"
physical_traits,"['cute man', 'light-skinned man']"
physical_traits,"['cute man', 'pale-skinned man']"
physical_traits,"['cute man', 'acne-covered man']"
physical_traits,"['cute man', 'acne-ridden man']"
physical_traits,"['cute man', 'redheaded man']"
physical_traits,"['cute man', 'curly-haired man']"
physical_traits,"['cute man', 'dreadlocked man']"
physical_traits,"['cute man', 'gray-haired man']"
physical_traits,"['cute man', 'long-haired man']"
physical_traits,"['cute man', 'attractive man']"
physical_traits,"['cute man', 'unattractive man']"
physical_traits,"['cute man', 'tattooed man']"
physical_traits,"['handsome man', 'bald man']"
physical_traits,"['handsome man', 'black-haired man']"
physical_traits,"['handsome man', 'brown-haired man']"
physical_traits,"['handsome man', 'bearded man']"
physical_traits,"['handsome man', 'clean-shaven man']"
physical_traits,"['handsome man', 'short-haired man']"
physical_traits,"['handsome man', 'spiky-haired man']"
physical_traits,"['handsome man', 'brown-skinned man']"
physical_traits,"['handsome man', 'dark-skinned man']"
physical_traits,"['handsome man', 'light-skinned man']"
physical_traits,"['handsome man', 'pale-skinned man']"
physical_traits,"['handsome man', 'acne-covered man']"
physical_traits,"['handsome man', 'acne-ridden man']"
physical_traits,"['handsome man', 'redheaded man']"
physical_traits,"['handsome man', 'curly-haired man']"
physical_traits,"['handsome man', 'dreadlocked man']"
physical_traits,"['handsome man', 'gray-haired man']"
physical_traits,"['handsome man', 'long-haired man']"
physical_traits,"['handsome man', 'attractive man']"
physical_traits,"['handsome man', 'unattractive man']"
physical_traits,"['handsome man', 'tattooed man']"
physical_traits,"['bald man', 'black-haired man']"
physical_traits,"['bald man', 'brown-haired man']"
physical_traits,"['bald man', 'bearded man']"
physical_traits,"['bald man', 'clean-shaven man']"
physical_traits,"['bald man', 'short-haired man']"
physical_traits,"['bald man', 'spiky-haired man']"
physical_traits,"['bald man', 'brown-skinned man']"
physical_traits,"['bald man', 'dark-skinned man']"
physical_traits,"['bald man', 'light-skinned man']"
physical_traits,"['bald man', 'pale-skinned man']"
physical_traits,"['bald man', 'acne-covered man']"
physical_traits,"['bald man', 'acne-ridden man']"
physical_traits,"['bald man', 'redheaded man']"
physical_traits,"['bald man', 'curly-haired man']"
physical_traits,"['bald man', 'dreadlocked man']"
physical_traits,"['bald man', 'gray-haired man']"
physical_traits,"['bald man', 'long-haired man']"
physical_traits,"['bald man', 'attractive man']"
physical_traits,"['bald man', 'unattractive man']"
physical_traits,"['bald man', 'tattooed man']"
physical_traits,"['black-haired man', 'brown-haired man']"
physical_traits,"['black-haired man', 'bearded man']"
physical_traits,"['black-haired man', 'clean-shaven man']"
physical_traits,"['black-haired man', 'short-haired man']"
physical_traits,"['black-haired man', 'spiky-haired man']"
physical_traits,"['black-haired man', 'brown-skinned man']"
physical_traits,"['black-haired man', 'dark-skinned man']"
physical_traits,"['black-haired man', 'light-skinned man']"
physical_traits,"['black-haired man', 'pale-skinned man']"
physical_traits,"['black-haired man', 'acne-covered man']"
physical_traits,"['black-haired man', 'acne-ridden man']"
physical_traits,"['black-haired man', 'redheaded man']"
physical_traits,"['black-haired man', 'curly-haired man']"
physical_traits,"['black-haired man', 'dreadlocked man']"
physical_traits,"['black-haired man', 'gray-haired man']"
physical_traits,"['black-haired man', 'long-haired man']"
physical_traits,"['black-haired man', 'attractive man']"
physical_traits,"['black-haired man', 'unattractive man']"
physical_traits,"['black-haired man', 'tattooed man']"
physical_traits,"['brown-haired man', 'bearded man']"
physical_traits,"['brown-haired man', 'clean-shaven man']"
physical_traits,"['brown-haired man', 'short-haired man']"
physical_traits,"['brown-haired man', 'spiky-haired man']"
physical_traits,"['brown-haired man', 'brown-skinned man']"
physical_traits,"['brown-haired man', 'dark-skinned man']"
physical_traits,"['brown-haired man', 'light-skinned man']"
physical_traits,"['brown-haired man', 'pale-skinned man']"
physical_traits,"['brown-haired man', 'acne-covered man']"
physical_traits,"['brown-haired man', 'acne-ridden man']"
physical_traits,"['brown-haired man', 'redheaded man']"
physical_traits,"['brown-haired man', 'curly-haired man']"
physical_traits,"['brown-haired man', 'dreadlocked man']"
physical_traits,"['brown-haired man', 'gray-haired man']"
physical_traits,"['brown-haired man', 'long-haired man']"
physical_traits,"['brown-haired man', 'attractive man']"
physical_traits,"['brown-haired man', 'unattractive man']"
physical_traits,"['brown-haired man', 'tattooed man']"
physical_traits,"['bearded man', 'clean-shaven man']"
physical_traits,"['bearded man', 'short-haired man']"
physical_traits,"['bearded man', 'spiky-haired man']"
physical_traits,"['bearded man', 'brown-skinned man']"
physical_traits,"['bearded man', 'dark-skinned man']"
physical_traits,"['bearded man', 'light-skinned man']"
physical_traits,"['bearded man', 'pale-skinned man']"
physical_traits,"['bearded man', 'acne-covered man']"
physical_traits,"['bearded man', 'acne-ridden man']"
physical_traits,"['bearded man', 'redheaded man']"
physical_traits,"['bearded man', 'curly-haired man']"
physical_traits,"['bearded man', 'dreadlocked man']"
physical_traits,"['bearded man', 'gray-haired man']"
physical_traits,"['bearded man', 'long-haired man']"
physical_traits,"['bearded man', 'attractive man']"
physical_traits,"['bearded man', 'unattractive man']"
physical_traits,"['bearded man', 'tattooed man']"
physical_traits,"['clean-shaven man', 'short-haired man']"
physical_traits,"['clean-shaven man', 'spiky-haired man']"
physical_traits,"['clean-shaven man', 'brown-skinned man']"
physical_traits,"['clean-shaven man', 'dark-skinned man']"
physical_traits,"['clean-shaven man', 'light-skinned man']"
physical_traits,"['clean-shaven man', 'pale-skinned man']"
physical_traits,"['clean-shaven man', 'acne-covered man']"
physical_traits,"['clean-shaven man', 'acne-ridden man']"
physical_traits,"['clean-shaven man', 'redheaded man']"
physical_traits,"['clean-shaven man', 'curly-haired man']"
physical_traits,"['clean-shaven man', 'dreadlocked man']"
physical_traits,"['clean-shaven man', 'gray-haired man']"
physical_traits,"['clean-shaven man', 'long-haired man']"
physical_traits,"['clean-shaven man', 'attractive man']"
physical_traits,"['clean-shaven man', 'unattractive man']"
physical_traits,"['clean-shaven man', 'tattooed man']"
physical_traits,"['short-haired man', 'spiky-haired man']"
physical_traits,"['short-haired man', 'brown-skinned man']"
physical_traits,"['short-haired man', 'dark-skinned man']"
physical_traits,"['short-haired man', 'light-skinned man']"
physical_traits,"['short-haired man', 'pale-skinned man']"
physical_traits,"['short-haired man', 'acne-covered man']"
physical_traits,"['short-haired man', 'acne-ridden man']"
physical_traits,"['short-haired man', 'redheaded man']"
physical_traits,"['short-haired man', 'curly-haired man']"
physical_traits,"['short-haired man', 'dreadlocked man']"
physical_traits,"['short-haired man', 'gray-haired man']"
physical_traits,"['short-haired man', 'long-haired man']"
physical_traits,"['short-haired man', 'attractive man']"
physical_traits,"['short-haired man', 'unattractive man']"
physical_traits,"['short-haired man', 'tattooed man']"
physical_traits,"['spiky-haired man', 'brown-skinned man']"
physical_traits,"['spiky-haired man', 'dark-skinned man']"
physical_traits,"['spiky-haired man', 'light-skinned man']"
physical_traits,"['spiky-haired man', 'pale-skinned man']"
physical_traits,"['spiky-haired man', 'acne-covered man']"
physical_traits,"['spiky-haired man', 'acne-ridden man']"
physical_traits,"['spiky-haired man', 'redheaded man']"
physical_traits,"['spiky-haired man', 'curly-haired man']"
physical_traits,"['spiky-haired man', 'dreadlocked man']"
physical_traits,"['spiky-haired man', 'gray-haired man']"
physical_traits,"['spiky-haired man', 'long-haired man']"
physical_traits,"['spiky-haired man', 'attractive man']"
physical_traits,"['spiky-haired man', 'unattractive man']"
physical_traits,"['spiky-haired man', 'tattooed man']"
physical_traits,"['brown-skinned man', 'dark-skinned man']"
physical_traits,"['brown-skinned man', 'light-skinned man']"
physical_traits,"['brown-skinned man', 'pale-skinned man']"
physical_traits,"['brown-skinned man', 'acne-covered man']"
physical_traits,"['brown-skinned man', 'acne-ridden man']"
physical_traits,"['brown-skinned man', 'redheaded man']"
physical_traits,"['brown-skinned man', 'curly-haired man']"
physical_traits,"['brown-skinned man', 'dreadlocked man']"
physical_traits,"['brown-skinned man', 'gray-haired man']"
physical_traits,"['brown-skinned man', 'long-haired man']"
physical_traits,"['brown-skinned man', 'attractive man']"
physical_traits,"['brown-skinned man', 'unattractive man']"
physical_traits,"['brown-skinned man', 'tattooed man']"
physical_traits,"['dark-skinned man', 'light-skinned man']"
physical_traits,"['dark-skinned man', 'pale-skinned man']"
physical_traits,"['dark-skinned man', 'acne-covered man']"
physical_traits,"['dark-skinned man', 'acne-ridden man']"
physical_traits,"['dark-skinned man', 'redheaded man']"
physical_traits,"['dark-skinned man', 'curly-haired man']"
physical_traits,"['dark-skinned man', 'dreadlocked man']"
physical_traits,"['dark-skinned man', 'gray-haired man']"
physical_traits,"['dark-skinned man', 'long-haired man']"
physical_traits,"['dark-skinned man', 'attractive man']"
physical_traits,"['dark-skinned man', 'unattractive man']"
physical_traits,"['dark-skinned man', 'tattooed man']"
physical_traits,"['light-skinned man', 'pale-skinned man']"
physical_traits,"['light-skinned man', 'acne-covered man']"
physical_traits,"['light-skinned man', 'acne-ridden man']"
physical_traits,"['light-skinned man', 'redheaded man']"
