axis,descriptor_pair
physical_traits,"['underweight woman', 'acne-ridden woman']"
physical_traits,"['underweight woman', 'redheaded woman']"
physical_traits,"['underweight woman', 'curly-haired woman']"
physical_traits,"['underweight woman', 'dreadlocked woman']"
physical_traits,"['underweight woman', 'gray-haired woman']"
physical_traits,"['underweight woman', 'long-haired woman']"
physical_traits,"['underweight woman', 'attractive woman']"
physical_traits,"['underweight woman', 'unattractive woman']"
physical_traits,"['underweight woman', 'tattooed woman']"
physical_traits,"['cute woman', 'bald woman']"
physical_traits,"['cute woman', 'black-haired woman']"
physical_traits,"['cute woman', 'brown-haired woman']"
physical_traits,"['cute woman', 'short-haired woman']"
physical_traits,"['cute woman', 'spiky-haired woman']"
physical_traits,"['cute woman', 'brown-skinned woman']"
physical_traits,"['cute woman', 'dark-skinned woman']"
physical_traits,"['cute woman', 'light-skinned woman']"
physical_traits,"['cute woman', 'pale-skinned woman']"
physical_traits,"['cute woman', 'acne-covered woman']"
physical_traits,"['cute woman', 'acne-ridden woman']"
physical_traits,"['cute woman', 'redheaded woman']"
physical_traits,"['cute woman', 'curly-haired woman']"
physical_traits,"['cute woman', 'dreadlocked woman']"
physical_traits,"['cute woman', 'gray-haired woman']"
physical_traits,"['cute woman', 'long-haired woman']"
physical_traits,"['cute woman', 'attractive woman']"
physical_traits,"['cute woman', 'unattractive woman']"
physical_traits,"['cute woman', 'tattooed woman']"
physical_traits,"['bald woman', 'black-haired woman']"
physical_traits,"['bald woman', 'brown-haired woman']"
physical_traits,"['bald woman', 'short-haired woman']"
physical_traits,"['bald woman', 'spiky-haired woman']"
physical_traits,"['bald woman', 'brown-skinned woman']"
physical_traits,"['bald woman', 'dark-skinned woman']"
physical_traits,"['bald woman', 'light-skinned woman']"
physical_traits,"['bald woman', 'pale-skinned woman']"
physical_traits,"['bald woman', 'acne-covered woman']"
physical_traits,"['bald woman', 'acne-ridden woman']"
physical_traits,"['bald woman', 'redheaded woman']"
physical_traits,"['bald woman', 'curly-haired woman']"
physical_traits,"['bald woman', 'dreadlocked woman']"
physical_traits,"['bald woman', 'gray-haired woman']"
physical_traits,"['bald woman', 'long-haired woman']"
physical_traits,"['bald woman', 'attractive woman']"
physical_traits,"['bald woman', 'unattractive woman']"
physical_traits,"['bald woman', 'tattooed woman']"
physical_traits,"['black-haired woman', 'brown-haired woman']"
physical_traits,"['black-haired woman', 'short-haired woman']"
physical_traits,"['black-haired woman', 'spiky-haired woman']"
physical_traits,"['black-haired woman', 'brown-skinned woman']"
physical_traits,"['black-haired woman', 'dark-skinned woman']"
physical_traits,"['black-haired woman', 'light-skinned woman']"
physical_traits,"['black-haired woman', 'pale-skinned woman']"
physical_traits,"['black-haired woman', 'acne-covered woman']"
physical_traits,"['black-haired woman', 'acne-ridden woman']"
physical_traits,"['black-haired woman', 'redheaded woman']"
physical_traits,"['black-haired woman', 'curly-haired woman']"
physical_traits,"['black-haired woman', 'dreadlocked woman']"
physical_traits,"['black-haired woman', 'gray-haired woman']"
physical_traits,"['black-haired woman', 'long-haired woman']"
physical_traits,"['black-haired woman', 'attractive woman']"
physical_traits,"['black-haired woman', 'unattractive woman']"
physical_traits,"['black-haired woman', 'tattooed woman']"
physical_traits,"['brown-haired woman', 'short-haired woman']"
physical_traits,"['brown-haired woman', 'spiky-haired woman']"
physical_traits,"['brown-haired woman', 'brown-skinned woman']"
physical_traits,"['brown-haired woman', 'dark-skinned woman']"
physical_traits,"['brown-haired woman', 'light-skinned woman']"
physical_traits,"['brown-haired woman', 'pale-skinned woman']"
physical_traits,"['brown-haired woman', 'acne-covered woman']"
physical_traits,"['brown-haired woman', 'acne-ridden woman']"
physical_traits,"['brown-haired woman', 'redheaded woman']"
physical_traits,"['brown-haired woman', 'curly-haired woman']"
physical_traits,"['brown-haired woman', 'dreadlocked woman']"
physical_traits,"['brown-haired woman', 'gray-haired woman']"
physical_traits,"['brown-haired woman', 'long-haired woman']"
physical_traits,"['brown-haired woman', 'attractive woman']"
physical_traits,"['brown-haired woman', 'unattractive woman']"
physical_traits,"['brown-haired woman', 'tattooed woman']"
physical_traits,"['short-haired woman', 'spiky-haired woman']"
physical_traits,"['short-haired woman', 'brown-skinned woman']"
physical_traits,"['short-haired woman', 'dark-skinned woman']"
physical_traits,"['short-haired woman', 'light-skinned woman']"
physical_traits,"['short-haired woman', 'pale-skinned woman']"
physical_traits,"['short-haired woman', 'acne-covered woman']"
physical_traits,"['short-haired woman', 'acne-ridden woman']"
physical_traits,"['short-haired woman', 'redheaded woman']"
physical_traits,"['short-haired woman', 'curly-haired woman']"
physical_traits,"['short-haired woman', 'dreadlocked woman']"
physical_traits,"['short-haired woman', 'gray-haired woman']"
physical_traits,"['short-haired woman', 'long-haired woman']"
physical_traits,"['short-haired woman', 'attractive woman']"
physical_traits,"['short-haired woman', 'unattractive woman']"
physical_traits,"['short-haired woman', 'tattooed woman']"
physical_traits,"['spiky-haired woman', 'brown-skinned woman']"
physical_traits,"['spiky-haired woman', 'dark-skinned woman']"
physical_traits,"['spiky-haired woman', 'light-skinned woman']"
physical_traits,"['spiky-haired woman', 'pale-skinned woman']"
physical_traits,"['spiky-haired woman', 'acne-covered woman']"
physical_traits,"['spiky-haired woman', 'acne-ridden woman']"
physical_traits,"['spiky-haired woman', 'redheaded woman']"
physical_traits,"['spiky-haired woman', 'curly-haired woman']"
physical_traits,"['spiky-haired woman', 'dreadlocked woman']"
physical_traits,"['spiky-haired woman', 'gray-haired woman']"
physical_traits,"['spiky-haired woman', 'long-haired woman']"
physical_traits,"['spiky-haired woman', 'attractive woman']"
physical_traits,"['spiky-haired woman', 'unattractive woman']"
physical_traits,"['spiky-haired woman', 'tattooed woman']"
physical_traits,"['brown-skinned woman', 'dark-skinned woman']"
physical_traits,"['brown-skinned woman', 'light-skinned woman']"
physical_traits,"['brown-skinned woman', 'pale-skinned woman']"
physical_traits,"['brown-skinned woman', 'acne-covered woman']"
physical_traits,"['brown-skinned woman', 'acne-ridden woman']"
physical_traits,"['brown-skinned woman', 'redheaded woman']"
physical_traits,"['brown-skinned woman', 'curly-haired woman']"
physical_traits,"['brown-skinned woman', 'dreadlocked woman']"
physical_traits,"['brown-skinned woman', 'gray-haired woman']"
physical_traits,"['brown-skinned woman', 'long-haired woman']"
physical_traits,"['brown-skinned woman', 'attractive woman']"
physical_traits,"['brown-skinned woman', 'unattractive woman']"
physical_traits,"['brown-skinned woman', 'tattooed woman']"
physical_traits,"['dark-skinned woman', 'light-skinned woman']"
physical_traits,"['dark-skinned woman', 'pale-skinned woman']"
physical_traits,"['dark-skinned woman', 'acne-covered woman']"
physical_traits,"['dark-skinned woman', 'acne-ridden woman']"
physical_traits,"['dark-skinned woman', 'redheaded woman']"
physical_traits,"['dark-skinned woman', 'curly-haired woman']"
physical_traits,"['dark-skinned woman', 'dreadlocked woman']"
physical_traits,"['dark-skinned woman', 'gray-haired woman']"
physical_traits,"['dark-skinned woman', 'long-haired woman']"
physical_traits,"['dark-skinned woman', 'attractive woman']"
physical_traits,"['dark-skinned woman', 'unattractive woman']"
physical_traits,"['dark-skinned woman', 'tattooed woman']"
physical_traits,"['light-skinned woman', 'pale-skinned woman']"
physical_traits,"['light-skinned woman', 'acne-covered woman']"
physical_traits,"['light-skinned woman', 'acne-ridden woman']"
physical_traits,"['light-skinned woman', 'redheaded woman']"
physical_traits,"['light-skinned woman', 'curly-haired woman']"
physical_traits,"['light-skinned woman', 'dreadlocked woman']"
physical_traits,"['light-skinned woman', 'gray-haired woman']"
physical_traits,"['light-skinned woman', 'long-haired woman']"
physical_traits,"['light-skinned woman', 'attractive woman']"
physical_traits,"['light-skinned woman', 'unattractive woman']"
physical_traits,"['light-skinned woman', 'tattooed woman']"
physical_traits,"['pale-skinned woman', 'acne-covered woman']"
physical_traits,"['pale-skinned woman', 'acne-ridden woman']"
physical_traits,"['pale-skinned woman', 'redheaded woman']"
physical_traits,"['pale-skinned woman', 'curly-haired woman']"
physical_traits,"['pale-skinned woman', 'dreadlocked woman']"
physical_traits,"['pale-skinned woman', 'gray-haired woman']"
physical_traits,"['pale-skinned woman', 'long-haired woman']"
physical_traits,"['pale-skinned woman', 'attractive woman']"
physical_traits,"['pale-skinned woman', 'unattractive woman']"
physical_traits,"['pale-skinned woman', 'tattooed woman']"
physical_traits,"['acne-covered woman', 'acne-ridden woman']"
physical_traits,"['acne-covered woman', 'redheaded woman']"
physical_traits,"['acne-covered woman', 'curly-haired woman']"
physical_traits,"['acne-covered woman', 'dreadlocked woman']"
physical_traits,"['acne-covered woman', 'gray-haired woman']"
physical_traits,"['acne-covered woman', 'long-haired woman']"
physical_traits,"['acne-covered woman', 'attractive woman']"
physical_traits,"['acne-covered woman', 'unattractive woman']"
physical_traits,"['acne-covered woman', 'tattooed woman']"
physical_traits,"['acne-ridden woman', 'redheaded woman']"
physical_traits,"['acne-ridden woman', 'curly-haired woman']"
physical_traits,"['acne-ridden woman', 'dreadlocked woman']"
physical_traits,"['acne-ridden woman', 'gray-haired woman']"
physical_traits,"['acne-ridden woman', 'long-haired woman']"
physical_traits,"['acne-ridden woman', 'attractive woman']"
physical_traits,"['acne-ridden woman', 'unattractive woman']"
physical_traits,"['acne-ridden woman', 'tattooed woman']"
physical_traits,"['redheaded woman', 'curly-haired woman']"
physical_traits,"['redheaded woman', 'dreadlocked woman']"
physical_traits,"['redheaded woman', 'gray-haired woman']"
physical_traits,"['redheaded woman', 'long-haired woman']"
physical_traits,"['redheaded woman', 'attractive woman']"
physical_traits,"['redheaded woman', 'unattractive woman']"
physical_traits,"['redheaded woman', 'tattooed woman']"
physical_traits,"['curly-haired woman', 'dreadlocked woman']"
physical_traits,"['curly-haired woman', 'gray-haired woman']"
physical_traits,"['curly-haired woman', 'long-haired woman']"
physical_traits,"['curly-haired woman', 'attractive woman']"
physical_traits,"['curly-haired woman', 'unattractive woman']"
physical_traits,"['curly-haired woman', 'tattooed woman']"
physical_traits,"['dreadlocked woman', 'gray-haired woman']"
physical_traits,"['dreadlocked woman', 'long-haired woman']"
physical_traits,"['dreadlocked woman', 'attractive woman']"
physical_traits,"['dreadlocked woman', 'unattractive woman']"
physical_traits,"['dreadlocked woman', 'tattooed woman']"
physical_traits,"['gray-haired woman', 'long-haired woman']"
physical_traits,"['gray-haired woman', 'attractive woman']"
physical_traits,"['gray-haired woman', 'unattractive woman']"
physical_traits,"['gray-haired woman', 'tattooed woman']"
physical_traits,"['long-haired woman', 'attractive woman']"
physical_traits,"['long-haired woman', 'unattractive woman']"
physical_traits,"['long-haired woman', 'tattooed woman']"
physical_traits,"['attractive woman', 'unattractive woman']"
physical_traits,"['attractive woman', 'tattooed woman']"
physical_traits,"['unattractive woman', 'tattooed woman']"
race_ethnicity_color,"['caucasian woman', 'spanish woman']"
race_ethnicity_color,"['caucasian woman', 'puerto rican woman']"
race_ethnicity_color,"['caucasian woman', 'white american woman']"
race_ethnicity_color,"['caucasian woman', 'black woman']"
race_ethnicity_color,"['caucasian woman', 'moroccan woman']"
race_ethnicity_color,"['caucasian woman', 'argentian woman']"
race_ethnicity_color,"['caucasian woman', 'venezuelan woman']"
race_ethnicity_color,"['caucasian woman', 'jordan woman']"
race_ethnicity_color,"['caucasian woman', 'peru woman']"
race_ethnicity_color,"['caucasian woman', 'egyptian woman']"
race_ethnicity_color,"['caucasian woman', 'romanian woman']"
race_ethnicity_color,"['caucasian woman', 'sudanese woman']"
race_ethnicity_color,"['caucasian woman', 'indonesian woman']"
race_ethnicity_color,"['caucasian woman', 'brazilian woman']"
race_ethnicity_color,"['caucasian woman', 'yemeni woman']"
race_ethnicity_color,"['caucasian woman', 'afghanistani woman']"
race_ethnicity_color,"['caucasian woman', 'austrian woman']"
race_ethnicity_color,"['caucasian woman', 'crimean woman']"
race_ethnicity_color,"['caucasian woman', 'chilean woman']"
race_ethnicity_color,"['caucasian woman', 'bengali woman']"
race_ethnicity_color,"['caucasian woman', 'ecuadorian woman']"
race_ethnicity_color,"['caucasian woman', 'finnish woman']"
race_ethnicity_color,"['caucasian woman', 'lebanese woman']"
race_ethnicity_color,"['caucasian woman', 'somalian woman']"
race_ethnicity_color,"['caucasian woman', 'qatari woman']"
race_ethnicity_color,"['caucasian woman', 'turkish woman']"
race_ethnicity_color,"['caucasian woman', 'persian woman']"
race_ethnicity_color,"['caucasian woman', 'portuguese woman']"
race_ethnicity_color,"['caucasian woman', 'ukrainian woman']"
race_ethnicity_color,"['caucasian woman', 'peruvian woman']"
race_ethnicity_color,"['caucasian woman', 'laotian woman']"
